Name,Maths,English,PE,Art,History,IT,Biology,German
William,39,19,66,27,86,55,2,14
Natalie,9,98,96,75,57,84,3,82
Julie,1,10,78,9,60,10,39,16
Jack,66,54,46,16,21,83,41,71
Rebecca,43,61,76,74,13,55,3,23
Carolyn,33,80,52,74,18,97,4,52
Joe,53,39,21,66,49,62,66,85
Ashley,42,27,60,66,64,55,69,46
Patricia,17,54,66,56,24,75,100,55
Gary,92,10,75,14,55,52,76,85
Robert,97,47,54,35,45,64,45,6
Kim,47,63,75,92,85,12,28,7
Sarah,61,70,49,81,7,18,96,80
Bobby,7,80,36,39,0,98,87,7
Andrew,38,28,69,38,9,89,20,22
Thomas,60,50,63,82,0,25,6,92
John,28,74,79,66,51,38,73,66
Laura,92,51,51,36,41,59,29,90
Sydney,22,90,21,91,29,9,62,80
Stephanie,87,86,74,13,38,61,67,50
Sarah,91,83,41,6,66,96,12,98
Karen,21,20,43,62,90,67,56,71
Gregory,84,51,51,99,34,57,25,53
Amanda,53,24,75,12,56,38,52,21
Jose,56,84,100,24,67,85,36,77
Shannon,62,31,9,70,92,43,52,77
Charles,52,70,14,32,17,14,8,81
Amy,89,33,35,21,91,55,18,7
Bradley,79,50,85,92,61,15,7,44
Kristen,63,30,49,90,27,4,61,12
Dana,80,79,70,92,47,25,13,2
Arthur,8,79,98,99,11,15,49,39
Shannon,57,57,84,28,63,13,41,1
Jason,72,0,58,75,0,4,90,64
Mark,87,98,66,9,30,75,12,60
Stephen,76,78,79,54,87,29,59,42
Jay,67,34,99,93,65,44,90,49
Jennifer,56,65,71,42,15,77,96,56
Alexander,77,41,45,30,79,45,46,83
Danielle,55,29,21,100,0,54,60,91
Richard,84,27,13,48,7,94,79,39
Alicia,79,99,23,91,35,29,62,61
Anita,53,93,36,18,15,43,59,46
Hunter,23,0,38,9,89,21,32,38
Kimberly,4,95,5,98,95,33,67,78
Sandra,72,80,70,82,44,33,29,3
George,97,17,23,1,61,10,85,8
Timothy,94,0,18,99,3,74,57,5
Nathaniel,77,13,65,99,44,45,29,85
Vincent,68,79,30,12,53,98,88,82
Laurie,44,61,34,17,62,36,56,95
Chelsea,15,90,17,2,63,61,25,61
Jean,68,86,31,2,11,61,92,44
Anthony,40,91,43,10,76,71,88,56
Kathy,3,96,22,94,31,16,26,58
Robert,66,26,91,27,34,94,47,8
Michael,18,27,84,58,6,85,64,9
Pamela,0,35,8,19,14,1,71,27
Richard,43,87,48,72,28,96,65,22
Kelly,28,27,61,39,35,2,75,21
Jose,40,91,41,27,91,81,21,96
Kenneth,69,22,16,56,15,5,63,27
Mike,71,12,89,9,3,83,88,48
Dawn,60,59,7,61,59,99,3,2
Gary,40,18,0,24,92,29,68,96
Steven,55,56,22,11,32,45,84,9
Theresa,13,18,19,40,21,97,19,41
Stacy,38,95,57,64,6,72,11,23
Katelyn,86,88,69,17,49,12,78,95
Peter,55,9,49,22,32,21,77,2
Gwendolyn,10,97,62,57,41,34,16,74
Jacqueline,23,45,33,3,39,86,62,87
Brian,8,57,30,52,10,14,38,64
Hannah,90,79,69,12,24,48,79,30
Jennifer,15,0,24,43,90,63,47,60
Annette,70,55,69,26,7,100,34,91
Keith,54,58,34,63,84,10,88,85
Michael,0,64,54,51,1,12,41,55
Amber,99,27,45,69,10,33,15,19
Jason,46,83,15,71,41,93,26,77
Cheryl,59,92,23,83,13,49,64,12
Jennifer,87,83,95,60,64,17,29,19
Jeremy,22,42,16,6,73,65,89,6
Renee,51,55,92,6,91,37,48,57
John,19,50,48,45,88,55,26,97
Eric,35,86,27,11,64,42,31,92
Travis,75,13,71,78,67,84,81,7
David,69,45,31,73,91,27,24,84
Ryan,33,19,0,77,70,83,83,5
Alexandra,73,57,52,43,59,85,30,63
Melissa,73,75,42,17,16,76,30,51
Stephen,3,82,81,85,84,90,99,50
Shirley,100,37,98,82,63,13,21,18
Stephanie,57,34,69,57,45,92,59,20
Adam,71,48,46,71,73,34,38,83
David,3,97,46,57,41,44,88,82
William,1,41,29,4,46,33,73,62
Tamara,52,14,94,75,74,74,1,57
Anna,79,76,37,94,67,52,6,47
Michael,70,73,30,80,28,65,84,4
Riley,28,52,7,33,36,74,21,84
Alexandra,83,15,70,55,48,31,2,73
Abigail,53,37,72,28,70,72,18,31
Bryan,33,15,72,26,100,93,92,27
Erik,15,82,15,43,75,69,71,77
Sarah,55,45,29,27,73,78,10,65
Scott,49,20,27,61,59,7,39,60
Amber,58,63,32,79,32,6,42,51
Henry,6,95,23,99,33,10,76,3
Roberto,13,83,32,69,32,4,99,42
Brittany,32,19,70,55,80,74,67,34
Douglas,3,95,66,79,73,33,61,5
Corey,8,90,71,98,16,53,98,64
April,24,95,60,96,17,25,38,70
Brittany,11,29,80,75,3,84,16,68
Austin,36,26,46,32,48,75,66,10
Thomas,74,20,88,60,4,84,57,92
Luke,77,3,88,90,23,92,34,75
Darin,79,81,29,85,62,16,68,24
Robert,95,13,99,33,75,52,74,37
Victoria,59,8,49,7,26,97,89,73
Jose,1,72,65,91,93,26,44,72
Steven,41,6,87,41,52,66,75,46
Nicholas,81,7,73,23,45,44,57,31
Christopher,86,50,68,69,90,13,24,37
Eric,98,76,30,44,47,57,52,45
Kenneth,10,16,7,46,18,37,72,40
Sarah,60,30,97,4,60,17,14,98
Raymond,23,74,45,42,98,78,46,23
Julia,76,19,33,52,8,38,97,40
Latasha,32,18,0,11,64,9,14,88
Brett,78,72,61,40,99,67,65,88
Charles,52,93,6,93,55,21,54,52
Kenneth,21,88,17,69,80,9,26,57
Stephanie,51,75,74,93,46,100,97,35
Anna,52,65,43,30,44,67,95,63
Vincent,99,25,68,77,20,30,1,40
Yolanda,46,59,18,42,24,48,33,66
Jennifer,51,73,63,94,52,91,76,43
Mary,43,81,0,93,91,87,84,55
David,83,26,21,21,49,65,41,92
Brian,91,50,73,5,65,85,51,53
Eric,44,77,35,82,49,97,27,45
David,49,67,59,12,20,38,15,51
James,59,88,87,49,63,71,8,95
Rebekah,45,59,43,20,80,1,23,68
Lynn,51,40,39,69,94,47,97,93
Adam,42,62,12,100,26,6,86,44
Brian,54,90,41,73,9,86,97,73
James,74,84,50,94,46,80,18,16
Shawna,53,94,60,50,36,17,32,75
Michael,76,28,29,15,51,96,29,48
Andrea,8,97,38,21,94,38,41,78
Heather,81,50,8,5,100,18,6,56
Jimmy,93,43,97,43,80,85,95,49
Jeffrey,88,74,59,96,99,33,64,3
David,55,66,79,3,30,55,91,52
Christine,49,94,61,32,58,38,13,61
Christopher,40,84,16,54,31,66,3,3
Andre,12,22,53,54,9,21,50,82
Stephanie,87,14,80,35,62,54,63,59
Brianna,30,51,22,44,82,65,62,89
Christopher,39,53,20,2,97,52,93,39
Scott,61,21,94,56,89,92,53,32
Ryan,23,96,84,49,84,82,100,75
Sharon,64,48,28,81,9,33,36,34
Corey,81,61,71,28,65,82,20,68
Donald,39,7,15,47,75,91,11,81
Robin,64,65,5,21,38,43,99,8
Kara,16,65,58,54,87,66,17,80
Jennifer,90,48,81,92,100,21,19,51
Russell,83,13,48,85,100,41,70,21
Joshua,35,84,72,6,65,75,52,25
Matthew,92,46,2,29,81,22,52,67
Shane,96,76,75,60,30,93,56,40
Lauren,79,79,82,73,62,69,10,61
Jade,0,3,17,57,37,41,37,56
Michael,100,21,82,81,79,100,30,54
Jerry,53,93,17,65,19,41,99,24
Karla,86,88,94,70,78,68,63,39
Richard,34,62,88,93,72,82,49,81
Wayne,55,39,35,42,66,86,23,99
Hunter,35,91,96,48,87,0,64,35
Jennifer,79,67,43,84,8,42,28,73
Victor,86,15,3,99,82,48,92,91
Catherine,99,79,35,14,57,21,22,84
Veronica,83,74,35,53,21,79,53,50
Daniel,14,49,30,97,21,84,32,85
Brandon,97,88,86,17,93,28,59,80
Brett,4,86,2,29,93,87,63,80
Theresa,98,70,94,79,7,28,48,18
Tony,91,60,0,91,90,81,72,91
Darrell,29,36,0,32,91,48,88,54
Jeanette,89,39,92,92,21,74,8,77
Andrew,33,92,40,68,5,79,39,46
Lori,95,52,45,27,59,87,80,28
Sean,20,44,14,33,71,49,36,48
Angelica,17,67,79,11,5,73,41,57
Peter,34,45,0,83,95,68,76,75
Christina,31,95,27,48,62,78,22,50
Chris,25,63,21,52,89,64,75,97
Mary,88,91,25,58,98,64,19,0
Julie,51,51,51,53,10,14,54,22
Michelle,39,89,1,81,42,18,16,11
Jennifer,43,83,16,38,30,61,9,79
Todd,59,14,100,37,31,52,49,55
Tammie,93,56,50,52,87,13,57,70
Roberto,51,43,31,78,13,18,35,48
Kelly,74,46,79,21,43,40,61,35
Connie,73,58,77,20,1,31,22,68
Ashley,68,8,85,39,63,92,83,75
Kevin,53,81,83,29,50,77,75,47
Benjamin,91,55,3,73,24,95,9,74
Gerald,97,61,47,47,65,22,28,18
Jennifer,42,18,89,26,9,96,38,37
April,60,48,24,23,16,30,95,100
Omar,95,12,54,72,80,45,59,89
Brian,4,1,53,76,94,23,3,23
Michael,5,23,31,81,72,22,91,11
Courtney,12,68,26,58,77,86,51,0
Yvonne,43,5,64,53,82,99,28,38
Denise,52,55,91,58,85,52,83,3
Bob,50,34,19,91,40,53,44,32
Austin,7,50,89,11,28,12,23,77
Tracey,9,20,84,71,85,99,100,76
Andrea,1,47,63,11,33,47,25,70
Patricia,98,36,26,56,49,83,41,67
Benjamin,82,26,100,82,33,59,90,72
Brittany,48,86,24,7,92,31,63,24
Ann,14,39,66,79,66,72,50,11
Jenny,30,88,60,37,77,39,55,67
William,83,9,18,72,93,14,42,26
Chase,0,100,70,70,30,75,60,4
Richard,30,26,45,42,96,21,43,73
Ariel,3,49,48,92,44,0,10,30
Sabrina,70,50,51,4,97,27,7,87
Jeffrey,73,1,35,71,30,81,12,49
Heather,82,4,97,53,71,25,21,89
Karen,26,48,64,86,21,74,57,85
Lisa,21,51,78,61,62,66,15,92
Christopher,8,61,46,31,43,89,9,16
Loretta,72,40,55,100,65,51,4,50
Matthew,24,81,99,44,78,41,72,56
Michael,46,34,76,78,13,20,85,17
Joanne,7,73,88,25,64,39,31,30
Krystal,30,18,87,72,97,58,41,60
Paul,63,99,12,28,10,28,65,93
Linda,83,97,4,70,6,21,46,39
Jose,75,0,47,67,35,75,48,75
Omar,78,97,45,13,57,38,97,0
Steven,4,71,59,32,91,81,20,92
Jeffery,35,78,85,16,42,9,38,43
Jennifer,82,16,76,22,99,23,91,2
Joseph,32,79,66,97,68,1,49,76
Louis,31,37,6,15,92,51,94,86
Julia,53,71,72,26,68,51,29,17
Marvin,44,39,58,41,78,53,95,59
Brian,75,89,38,45,11,40,98,55
Justin,61,23,56,65,66,68,68,41
Melissa,58,19,100,95,14,1,86,8
Jose,12,96,25,98,23,95,45,13
Ashley,17,20,20,38,57,99,22,13
Brenda,50,22,91,49,82,39,98,76
Natasha,0,18,90,54,45,57,61,8
Carlos,2,5,68,49,75,31,47,94
Cindy,60,50,7,61,71,90,27,4
Jake,46,17,9,64,62,98,96,63
Megan,98,59,24,53,19,83,68,25
Thomas,83,73,83,55,91,74,19,77
Makayla,59,87,87,61,65,98,0,80
Rachel,37,74,38,18,45,76,71,17
Jacqueline,13,54,82,95,52,0,56,54
Richard,97,77,74,6,72,55,16,46
Jason,8,90,59,90,4,66,71,28
Jason,15,88,57,76,29,20,11,50
Christopher,69,33,49,4,91,64,68,35
Heather,40,38,56,87,77,45,58,3
Rebekah,71,97,90,38,78,49,58,3
Seth,45,57,15,7,18,17,55,95
Dana,66,46,31,90,22,73,83,17
Thomas,59,96,98,69,71,19,35,81
Tina,16,59,83,82,20,39,19,77
Frances,38,32,25,38,64,40,10,95
Jacob,19,51,5,15,66,58,16,81
Jennifer,48,78,7,78,76,91,28,37
Stephanie,81,58,58,13,83,17,28,21
Diane,65,57,82,93,5,98,17,63
Michael,44,38,25,27,49,11,37,96
Sarah,45,46,84,87,13,87,33,95
Amanda,53,91,11,15,31,59,82,42
Michael,61,92,99,61,71,8,11,12
Joshua,79,3,72,40,91,60,29,51
William,31,31,60,86,2,16,45,19
Jack,64,32,59,57,36,21,46,10
Robert,88,29,50,76,50,100,8,59
Jo,3,15,42,51,32,35,88,40
Hailey,5,11,65,52,73,94,73,28
Jason,82,50,61,18,89,70,44,71
Scott,45,47,78,2,93,71,94,4
Maria,68,17,87,29,3,56,52,89
Bryan,71,26,29,5,9,74,14,25
Tina,14,66,44,32,38,91,84,98
Thomas,31,97,51,85,96,1,1,23
Jason,56,2,84,89,91,28,56,59
Tammy,63,41,13,50,100,40,4,64
Eric,38,49,53,85,49,61,68,50
Blake,36,51,99,59,85,18,100,26
Corey,10,76,74,87,41,35,56,8
Glenn,3,100,1,59,13,22,77,17
Robert,89,43,49,77,37,21,53,28
Eric,4,89,32,63,30,35,88,32
Jamie,44,31,4,67,25,15,80,16
Bradley,55,31,82,68,87,50,73,42
Paul,60,100,9,1,65,72,25,24
Ryan,97,86,53,23,29,30,28,47
Jason,40,95,99,19,67,28,96,96
Melinda,59,24,46,40,0,85,50,99
Jennifer,25,54,89,46,43,88,25,77
Christopher,11,4,66,80,95,7,96,71
William,14,8,93,46,29,34,87,84
Regina,1,88,67,77,3,12,89,19
Jennifer,7,55,4,29,5,40,16,31
Matthew,98,99,85,41,75,19,51,19
Wendy,2,29,73,11,1,2,25,26
Shawn,88,70,28,72,96,67,46,47
James,14,36,51,20,84,39,43,100
Jessica,76,95,22,38,51,84,11,63
Mark,38,44,61,58,9,40,62,35
Ernest,11,23,46,11,48,93,49,26
Jackson,82,31,3,6,92,68,98,10
Kevin,1,61,21,78,87,49,75,48
Andrew,79,25,38,95,24,97,94,25
Alicia,98,84,17,64,39,92,93,75
Rebecca,26,69,20,59,67,86,96,34
Jonathan,85,32,82,87,4,41,28,85
Daniel,95,40,23,73,41,19,45,88
Debra,44,32,67,5,46,17,100,55
Nathan,37,99,90,33,99,30,51,49
Stephanie,5,73,41,38,93,72,56,53
James,34,41,73,16,74,39,78,54
Katie,60,48,27,17,34,90,90,83
Donna,91,68,0,66,43,64,71,64
Jeffrey,67,52,0,68,76,52,98,46
Scott,50,51,24,83,81,16,42,96
Diane,11,16,30,88,39,12,98,8
Lawrence,53,11,13,52,4,79,56,52
Robert,42,52,58,79,22,60,41,2
Amy,47,3,29,36,51,97,30,30
Brian,8,65,25,31,64,34,63,62
Tracy,88,88,46,17,95,6,80,100
Kelly,58,65,15,8,19,14,52,13
April,100,74,15,32,99,40,38,71
Stacy,37,38,32,37,65,0,99,99
Monique,27,35,68,24,11,70,83,91
Monica,8,54,61,10,83,42,1,25
Bryan,42,50,58,29,63,33,39,89
Jesse,77,63,90,36,37,10,33,8
Lauren,36,82,9,3,39,86,51,33
Phyllis,71,4,75,11,81,80,85,74
Judith,52,96,90,11,54,66,4,76
Amy,98,70,68,16,54,36,20,90
Angela,63,33,65,56,22,66,86,77
Jennifer,53,41,75,11,33,69,74,31
Tracy,78,89,75,26,71,72,98,39
Kimberly,49,57,31,88,83,94,25,95
Brittany,13,43,44,55,14,40,40,40
Terry,77,32,71,88,41,20,75,81
Arthur,7,20,99,93,53,13,30,98
Joseph,47,50,98,94,6,68,68,45
Paula,50,86,50,38,93,97,43,55
Bryan,17,84,63,43,38,72,90,84
Sabrina,75,64,1,63,3,94,84,64
Barry,26,33,28,77,42,35,18,86
Paul,54,24,97,56,55,64,65,18
Julie,34,83,19,19,63,65,2,16
Rebecca,73,93,20,43,29,5,72,91
Nathan,43,75,72,90,37,12,70,30
Benjamin,32,92,36,82,82,66,100,48
Joseph,40,62,72,46,96,98,93,93
Robin,99,38,61,70,50,35,46,2
Maria,85,28,22,32,50,70,69,56
Megan,80,0,69,78,20,12,52,79
James,56,24,95,10,36,83,9,23
Angela,56,90,10,10,51,47,11,1
Amy,9,93,48,27,93,19,57,72
Christopher,32,77,99,4,70,90,56,59
Adam,44,68,45,22,52,50,54,62
James,46,2,60,39,31,52,17,82
Melinda,30,71,17,12,69,73,69,2
Latasha,52,79,87,68,97,81,54,60
Nicole,2,1,9,69,2,30,77,44
Derek,66,78,27,53,61,47,45,92
Ryan,71,13,34,14,98,92,57,66
Laura,38,77,91,38,84,52,45,11
Kelly,16,94,79,10,5,35,81,56
Colin,83,31,68,8,78,79,35,5
Christopher,51,36,36,41,45,0,52,71
Angela,74,43,44,21,10,6,40,96
Shelly,55,59,26,16,6,36,70,4
Gabriel,12,22,20,70,76,94,87,2
Katie,84,53,66,95,26,5,32,9
Lindsey,82,18,4,56,96,96,72,53
Jesse,52,15,24,55,41,54,86,16
Raymond,97,14,87,29,29,76,84,67
April,2,74,62,24,61,73,66,56
Thomas,59,100,83,88,35,64,68,34
Jose,98,31,41,17,84,79,4,37
Barbara,73,84,21,38,76,89,20,92
Alex,55,60,2,18,41,11,38,28
Melissa,58,37,60,68,65,45,55,82
Tracy,28,52,11,76,17,16,79,16
Vanessa,21,15,12,100,8,71,69,5
Tammy,30,81,90,45,34,0,67,52
Christopher,55,44,47,33,27,31,54,24
Michelle,34,4,70,24,20,63,34,66
Ryan,72,64,53,75,94,24,74,77
Alexander,62,52,57,73,9,73,13,82
Taylor,46,1,76,89,96,81,36,40
Jean,53,27,19,74,38,45,57,37
Christopher,48,12,33,70,16,66,65,77
Cassie,98,2,6,79,17,99,97,4
Maria,82,83,69,93,59,78,99,94
Jim,15,14,77,59,66,37,79,10
Erica,86,82,34,94,83,92,16,1
Crystal,7,87,93,91,50,1,35,97
Cindy,74,30,75,20,35,86,44,99
Natasha,17,85,45,39,2,14,1,42
Thomas,26,57,84,83,47,51,66,64
Susan,47,87,10,51,21,65,81,61
Paul,66,22,36,100,3,47,31,35
Mallory,23,75,77,46,81,15,60,39
Edwin,77,79,54,56,2,68,45,12
Jeanette,54,31,22,26,0,79,74,10
Anthony,2,82,40,73,18,11,52,13
Rachael,82,22,32,75,36,36,66,54
Clifford,66,7,39,85,34,16,52,94
Daniel,4,12,4,28,22,16,77,55
Mary,15,2,55,50,90,75,66,39
Leslie,14,54,31,0,54,37,35,66
Douglas,96,63,39,85,19,13,29,95
Ashley,97,24,14,33,12,81,67,24
Micheal,72,87,85,17,34,88,12,36
Jeffrey,43,23,28,94,64,26,48,12
Edward,66,22,49,94,79,18,18,54
Joshua,29,82,100,32,47,60,56,4
Sean,84,6,93,51,3,16,34,71
Austin,49,4,90,68,84,2,42,95
Jenny,36,6,67,69,57,49,49,4
Michael,49,87,10,1,12,40,22,82
Sarah,54,27,38,3,42,46,91,82
Michael,100,39,71,83,0,10,86,96
John,6,32,76,19,76,53,25,74
Cynthia,36,80,50,70,10,63,58,36
Mary,1,11,82,72,79,36,67,80
Melissa,71,5,83,40,86,37,95,63
Jasmine,15,49,67,19,58,52,65,11
Melissa,15,90,54,70,30,18,45,68
Elizabeth,54,8,52,95,99,73,70,39
James,8,33,82,9,65,26,77,45
Deanna,20,2,23,27,99,55,63,36
Eric,65,86,29,91,21,11,59,0
Cindy,62,2,65,23,45,60,65,6
Rebecca,84,62,47,29,76,96,93,72
Annette,31,45,45,15,35,25,80,37
Brandon,92,56,24,1,98,14,16,49
Margaret,29,3,61,89,52,65,50,71
Mark,78,41,55,15,39,65,61,30
Heather,78,65,12,10,75,36,78,44
Jacob,57,99,9,22,61,99,31,70
James,72,65,26,65,20,20,94,89
Kimberly,27,96,67,41,69,34,92,83
Sara,32,16,66,86,19,52,23,34
Barbara,73,23,63,59,20,45,16,64
James,78,3,70,47,59,48,71,78
Jennifer,29,58,91,62,36,34,48,19
Norma,72,11,78,74,2,50,46,1
Stephanie,9,4,87,70,98,67,100,50
David,83,38,6,23,16,19,30,28
Maria,65,70,29,20,9,66,17,69
Jessica,66,69,63,57,81,64,58,48
Deborah,72,65,17,19,73,96,82,59
Alicia,58,63,95,75,3,7,100,37
Katherine,42,51,56,28,66,25,23,99
Crystal,72,32,51,95,74,30,26,53
Anthony,71,69,8,14,50,9,14,93
Patrick,33,23,24,66,18,89,73,95
Teresa,100,82,52,16,55,4,71,63
Mary,73,63,63,55,0,24,71,56
Deborah,64,66,7,95,12,2,31,51
Amanda,40,89,58,32,95,11,45,51
Ashley,82,49,75,96,51,20,50,94
Cheryl,89,21,35,77,59,75,95,39
Stephanie,26,51,41,56,74,68,88,63
Emily,14,78,15,41,36,99,32,87
Chad,50,61,86,18,80,30,14,16
Joseph,36,45,67,30,9,75,41,7
John,78,16,40,89,18,89,2,90
Dorothy,8,59,88,95,86,94,77,60
Richard,25,33,87,15,20,95,27,55
Patricia,77,29,44,68,61,16,95,28
Daniel,61,92,38,46,88,17,70,47
Carolyn,46,90,60,72,22,43,60,99
Timothy,39,81,6,50,99,37,68,99
Roger,1,53,51,62,55,34,33,38
Allison,88,87,7,68,86,10,14,27
Pamela,45,2,35,46,71,71,56,17
Angela,94,41,59,48,10,77,29,17
Patrick,47,19,75,50,90,76,7,88
John,50,95,29,14,25,55,4,66
Valerie,35,64,18,84,34,42,1,65
Keith,13,46,33,26,25,48,90,10
Michael,25,39,84,42,95,36,99,78
Howard,10,76,82,39,73,67,90,47
Brian,61,20,29,69,69,20,39,61
Amanda,7,81,35,29,77,25,24,19
Carlos,36,7,31,41,44,81,15,97
Marcus,44,33,77,13,89,78,3,18
Wendy,62,53,7,98,62,47,89,72
Shelly,39,42,63,48,91,55,32,50
Susan,77,20,35,32,51,35,87,80
Maria,50,17,95,67,87,74,16,25
Stephanie,5,97,25,25,61,5,13,47
Nicholas,33,96,20,22,79,63,64,29
Miguel,95,58,18,44,53,5,35,31
Justin,86,42,73,55,50,24,84,46
Gina,70,90,73,64,31,45,44,64
Sara,78,56,53,69,91,36,35,30
Maria,33,12,60,39,6,20,55,35
Adrian,17,87,35,72,22,79,62,50
Katherine,80,14,39,51,82,47,87,9
Amy,0,49,44,78,84,54,31,18
Austin,49,48,49,48,56,88,49,54
Elizabeth,79,82,3,67,7,16,29,84
Renee,42,29,37,90,93,94,21,80
Rick,78,58,90,69,46,72,97,53
Steven,76,91,37,72,95,62,51,25
Shannon,25,57,84,80,16,67,99,6
Eric,95,99,5,89,27,27,25,22
Joshua,82,21,28,93,21,45,49,25
Amanda,77,38,88,77,73,35,74,88
James,32,69,38,63,88,7,59,51
David,12,4,3,48,53,1,30,15
Kevin,51,17,21,89,96,45,14,77
Ann,23,3,87,14,73,76,77,20
Courtney,66,24,1,78,13,55,50,91
Lacey,69,45,88,57,63,66,50,90
Robert,69,70,83,83,5,77,48,15
Patricia,3,94,60,100,67,67,58,66
Catherine,99,28,34,9,22,24,76,14
Melvin,38,12,99,27,95,81,24,79
James,38,70,47,13,14,37,77,40
Todd,35,37,28,58,91,60,82,37
William,39,16,53,32,21,42,79,29
Aimee,75,58,93,90,63,65,26,8
Christopher,57,24,79,99,3,59,45,58
Hannah,75,80,2,23,20,4,58,40
Kimberly,46,6,37,56,79,87,3,50
Chad,77,76,15,97,15,18,12,31
Patricia,69,82,37,78,14,95,70,94
Kyle,27,94,0,100,59,26,10,61
Michele,46,44,94,69,34,1,34,69
Stephen,98,26,74,44,56,42,95,72
Tanner,74,93,97,27,41,97,66,92
Adrian,83,46,57,0,87,90,29,99
Matthew,84,26,67,5,5,9,65,43
Amanda,65,53,7,20,72,69,87,90
Rebecca,83,45,90,55,65,4,74,60
Sarah,78,71,71,71,47,79,3,37
Jamie,29,63,20,88,64,38,97,6
Leslie,41,73,16,94,75,98,41,15
Lindsay,30,43,69,79,30,71,43,94
Allen,48,99,1,25,49,8,14,55
Edward,73,4,1,6,8,79,34,54
Teresa,43,63,85,20,17,1,34,56
Scott,46,41,14,43,81,81,37,7
Rachel,85,27,54,90,94,38,86,72
Anthony,68,26,26,74,7,55,60,75
Kyle,11,3,30,10,60,70,30,78
Paul,99,10,94,86,16,42,13,74
Lauren,51,2,45,16,32,9,94,10
Phyllis,13,34,70,84,96,13,84,21
Jeffrey,67,34,66,25,50,8,95,96
Glenn,77,7,17,42,100,97,11,32
Elizabeth,74,64,75,68,99,67,88,8
Antonio,47,85,8,48,66,61,25,19
Sherry,20,91,82,33,99,17,10,9
Brittany,55,67,81,100,55,12,98,22
Kevin,5,9,73,38,0,1,69,88
Curtis,86,35,93,55,6,7,62,67
Lauren,46,78,34,68,25,93,15,18
Jose,64,20,39,83,71,44,40,76
Jeffrey,83,34,73,8,65,49,4,61
Barbara,82,21,99,67,70,44,68,5
Carol,71,21,51,68,20,52,16,10
